home_score,away_score,sport,cv
107,117,basketball,train
95,102,basketball,train
129,106,basketball,test
116,103,basketball,train
115,110,basketball,train
94,102,basketball,train
101,96,basketball,train
104,99,basketball,train
96,86,basketball,test
100,107,basketball,train
92,86,basketball,test
122,123,basketball,train
118,109,basketball,train
109,93,basketball,train
109,125,basketball,train
96,100,basketball,train
118,113,basketball,test
120,115,basketball,train
117,111,basketball,test
103,89,basketball,train
83,97,basketball,train
99,90,basketball,train
108,95,basketball,test
85,97,basketball,test
124,86,basketball,test
94,89,basketball,test
110,100,basketball,train
92,101,basketball,train
113,121,basketball,test
113,104,basketball,train
121,120,basketball,test
104,102,basketball,train
86,109,basketball,test
122,104,basketball,test
112,113,basketball,test
102,80,basketball,train
115,94,basketball,train
101,94,basketball,train
97,92,basketball,test
104,112,basketball,test
77,103,basketball,train
94,87,basketball,train
105,93,basketball,train
101,105,basketball,train
94,101,basketball,train
99,86,basketball,train
80,87,basketball,train
107,111,basketball,train
103,111,basketball,train
119,85,basketball,train
87,96,basketball,test
94,103,basketball,train
111,87,basketball,train
102,97,basketball,test
131,102,basketball,train
95,96,basketball,train
112,120,basketball,train
98,115,basketball,train
101,87,basketball,train
85,98,basketball,train
92,116,basketball,train
88,90,basketball,train
101,108,basketball,train
103,90,basketball,train
101,110,basketball,train
111,98,basketball,train
94,83,basketball,train
99,89,basketball,train
96,104,basketball,train
109,99,basketball,train
112,101,basketball,train
106,98,basketball,train
108,85,basketball,test
105,98,basketball,train
101,97,basketball,train
99,90,basketball,train
123,110,basketball,test
105,98,basketball,train
110,112,basketball,train
112,105,basketball,train
95,88,basketball,train
114,110,basketball,train
111,107,basketball,train
118,111,basketball,train
104,89,basketball,test
118,113,basketball,train
104,111,basketball,train
105,94,basketball,train
113,107,basketball,train
97,107,basketball,train
92,104,basketball,test
111,89,basketball,train
121,112,basketball,test
107,114,basketball,train
109,108,basketball,train
77,85,basketball,test
101,92,basketball,train
99,87,basketball,train
91,84,basketball,train
108,81,basketball,train
114,101,basketball,train
112,104,basketball,train
103,98,basketball,train
134,126,basketball,train
112,86,basketball,train
111,97,basketball,train
111,87,basketball,test
128,122,basketball,test
94,142,basketball,train
109,87,basketball,test
89,101,basketball,test
104,91,basketball,train
88,108,basketball,test
103,94,basketball,train
94,105,basketball,train
102,116,basketball,train
106,118,basketball,train
115,110,basketball,train
102,78,basketball,train
101,122,basketball,train
96,98,basketball,train
106,103,basketball,train
125,92,basketball,train
96,104,basketball,train
125,132,basketball,train
104,110,basketball,train
96,80,basketball,train
96,85,basketball,train
124,107,basketball,train
114,88,basketball,train
128,132,basketball,test
106,107,basketball,train
96,89,basketball,train
109,90,basketball,train
104,98,basketball,train
94,91,basketball,train
92,81,basketball,test
116,99,basketball,train
112,106,basketball,train
129,120,basketball,train
112,98,basketball,train
103,122,basketball,train
118,110,basketball,train
97,102,basketball,train
98,107,basketball,test
110,96,basketball,train
102,96,basketball,test
97,108,basketball,train
108,76,basketball,train
99,79,basketball,test
113,107,basketball,test
103,126,basketball,train
91,100,basketball,train
92,82,basketball,test
126,122,basketball,train
116,104,basketball,train
101,96,basketball,train
129,134,basketball,train
108,82,basketball,train
89,112,basketball,test
90,101,basketball,train
115,104,basketball,train
103,83,basketball,train
108,89,basketball,test
108,103,basketball,train
104,114,basketball,test
120,110,basketball,train
109,86,basketball,train
124,80,basketball,train
101,93,basketball,test
93,99,basketball,test
118,98,basketball,train
115,106,basketball,train
103,107,basketball,train
95,100,basketball,train
101,110,basketball,train
103,129,basketball,test
110,130,basketball,train
96,104,basketball,train
108,110,basketball,test
110,123,basketball,test
110,98,basketball,train
117,125,basketball,train
93,79,basketball,train
83,96,basketball,train
105,90,basketball,train
95,109,basketball,test
112,115,basketball,train
102,108,basketball,train
108,97,basketball,train
92,89,basketball,train
94,93,basketball,train
107,98,basketball,test
102,113,basketball,test
100,110,basketball,train
104,121,basketball,test
105,98,basketball,train
93,86,basketball,train
90,87,basketball,train
129,121,basketball,train
112,124,basketball,train
98,91,basketball,test
115,107,basketball,test
117,89,basketball,test
102,96,basketball,train
106,85,basketball,train
102,94,basketball,test
101,92,basketball,test
90,101,basketball,train
81,103,basketball,train
102,99,basketball,test
116,98,basketball,train
101,93,basketball,test
92,94,basketball,train
97,114,basketball,train
104,91,basketball,train
91,98,basketball,test
100,94,basketball,train
99,105,basketball,train
109,111,basketball,train
92,101,basketball,test
108,134,basketball,train
108,98,basketball,test
85,114,basketball,train
93,103,basketball,train
96,108,basketball,train
98,93,basketball,train
104,100,basketball,test
106,117,basketball,train
107,112,basketball,train
103,113,basketball,train
92,76,basketball,test
103,107,basketball,train
73,81,basketball,train
81,86,basketball,train
104,83,basketball,train
92,104,basketball,train
105,89,basketball,test
89,93,basketball,train
101,106,basketball,train
113,112,basketball,train
98,102,basketball,train
117,90,basketball,test
105,100,basketball,test
110,111,basketball,train
122,117,basketball,test
114,89,basketball,train
109,99,basketball,train
100,85,basketball,train
92,89,basketball,train
97,103,basketball,train
95,98,basketball,train
79,96,basketball,train
119,80,basketball,train
108,101,basketball,train
109,100,basketball,train
86,102,basketball,train
89,107,basketball,train
123,80,basketball,train
112,100,basketball,train
86,92,basketball,train
91,102,basketball,train
93,81,basketball,train
91,83,basketball,train
93,92,basketball,train
93,84,basketball,train
123,78,basketball,test
100,104,basketball,train
76,79,basketball,train
126,109,basketball,train
110,117,basketball,train
95,101,basketball,train
122,109,basketball,train
94,89,basketball,test
118,113,basketball,test
103,102,basketball,train
98,112,basketball,train
113,115,basketball,train
99,89,basketball,train
111,95,basketball,train
117,90,basketball,train
103,81,basketball,train
98,91,basketball,train
118,105,basketball,train
103,89,basketball,train
102,87,basketball,test
108,119,basketball,train
108,114,basketball,train
118,125,basketball,train
112,98,basketball,test
90,94,basketball,test
122,108,basketball,train
96,110,basketball,train
105,100,basketball,train
106,97,basketball,train
110,100,basketball,test
109,101,basketball,train
112,116,basketball,train
85,89,basketball,train
109,99,basketball,train
92,101,basketball,train
75,91,basketball,train
98,79,basketball,test
100,90,basketball,train
108,102,basketball,train
102,96,basketball,train
101,98,basketball,train
95,102,basketball,train
86,77,basketball,train
124,107,basketball,test
116,115,basketball,train
79,94,basketball,train
99,70,basketball,train
96,89,basketball,train
97,96,basketball,test
96,81,basketball,train
120,113,basketball,train
113,96,basketball,train
106,92,basketball,train
99,90,basketball,train
88,79,basketball,train
95,93,basketball,train
91,106,basketball,test
105,95,basketball,train
106,103,basketball,test
102,87,basketball,train
113,102,basketball,train
99,125,basketball,train
90,94,basketball,train
95,120,basketball,train
107,103,basketball,train
90,100,basketball,test
100,110,basketball,train
90,95,basketball,train
94,102,basketball,test
117,86,basketball,test
111,92,basketball,train
95,112,basketball,train
98,83,basketball,train
94,95,basketball,test
117,126,basketball,train
88,77,basketball,test
115,117,basketball,train
98,101,basketball,train
86,96,basketball,train
89,99,basketball,train
110,103,basketball,train
89,100,basketball,train
103,87,basketball,train
114,88,basketball,train
97,90,basketball,test
81,98,basketball,train
85,88,basketball,train
92,104,basketball,train
113,124,basketball,train
103,104,basketball,train
86,95,basketball,train
86,114,basketball,test
111,109,basketball,train
106,99,basketball,test
113,101,basketball,train
110,103,basketball,train
100,92,basketball,train
90,99,basketball,train
79,85,basketball,train
116,106,basketball,train
103,88,basketball,test
117,125,basketball,train
87,89,basketball,train
118,126,basketball,train
91,103,basketball,train
99,81,basketball,train
87,112,basketball,test
109,96,basketball,train
104,101,basketball,train
115,104,basketball,train
114,105,basketball,test
95,104,basketball,train
79,105,basketball,train
83,101,basketball,train
107,106,basketball,train
93,78,basketball,test
101,103,basketball,train
125,96,basketball,train
95,112,basketball,train
87,88,basketball,test
95,101,basketball,train
111,116,basketball,train
120,121,basketball,train
109,102,basketball,train
110,105,basketball,train
95,91,basketball,train
87,98,basketball,train
109,112,basketball,train
93,85,basketball,test
111,113,basketball,train
106,110,basketball,train
119,98,basketball,train
104,101,basketball,test
105,111,basketball,test
124,100,basketball,train
101,90,basketball,train
93,86,basketball,train
97,114,basketball,train
105,97,basketball,train
97,112,basketball,train
97,102,basketball,train
103,112,basketball,test
100,95,basketball,train
107,99,basketball,train
80,103,basketball,train
92,95,basketball,train
121,114,basketball,train
102,100,basketball,train
126,113,basketball,train
94,102,basketball,train
106,112,basketball,train
93,91,basketball,train
108,93,basketball,train
110,82,basketball,test
117,103,basketball,train
106,92,basketball,train
98,104,basketball,train
96,104,basketball,train
103,78,basketball,train
114,104,basketball,train
98,72,basketball,train
87,97,basketball,train
111,127,basketball,train
95,109,basketball,train
101,111,basketball,train
86,101,basketball,train
94,89,basketball,train
96,93,basketball,test
104,107,basketball,train
89,110,basketball,train
91,90,basketball,train
100,109,basketball,train
109,117,basketball,train
107,110,basketball,train
127,121,basketball,train
110,127,basketball,train
117,89,basketball,train
92,104,basketball,train
125,128,basketball,train
95,92,basketball,train
114,97,basketball,train
88,83,basketball,train
77,82,basketball,train
108,111,basketball,train
100,103,basketball,train
109,105,basketball,train
121,114,basketball,train
108,96,basketball,train
116,123,basketball,test
129,127,basketball,test
108,98,basketball,train
116,92,basketball,train
90,87,basketball,test
118,120,basketball,train
116,94,basketball,train
92,104,basketball,test
98,96,basketball,train
88,102,basketball,train
95,101,basketball,train
107,88,basketball,train
118,103,basketball,train
124,80,basketball,train
108,101,basketball,train
104,86,basketball,train
96,80,basketball,train
107,114,basketball,test
110,108,basketball,train
92,102,basketball,train
103,97,basketball,train
101,85,basketball,train
110,107,basketball,train
120,94,basketball,test
112,104,basketball,train
93,66,basketball,train
104,114,basketball,train
83,80,basketball,train
104,99,basketball,train
119,92,basketball,train
90,107,basketball,test
104,95,basketball,train
72,81,basketball,train
102,113,basketball,test
103,83,basketball,train
99,97,basketball,train
123,87,basketball,train
102,92,basketball,train
101,88,basketball,train
112,90,basketball,train
112,91,basketball,test
97,87,basketball,test
102,98,basketball,train
96,102,basketball,train
113,99,basketball,train
103,104,basketball,test
110,94,basketball,train
111,105,basketball,train
83,97,basketball,train
111,93,basketball,test
86,79,basketball,train
107,88,basketball,test
89,85,basketball,train
92,87,basketball,train
108,110,basketball,train
80,101,basketball,train
110,97,basketball,train
129,98,basketball,train
112,101,basketball,train
123,119,basketball,train
95,126,basketball,test
91,86,basketball,train
101,81,basketball,train
84,112,basketball,train
78,82,basketball,train
102,97,basketball,train
96,112,basketball,train
119,96,basketball,train
80,92,basketball,train
115,137,basketball,train
99,82,basketball,train
94,110,basketball,train
89,82,basketball,train
91,84,basketball,train
111,115,basketball,train
116,92,basketball,train
116,100,basketball,train
99,101,basketball,train
103,113,basketball,train
88,101,basketball,test
100,101,basketball,train
92,95,basketball,train
102,100,basketball,test
112,119,basketball,test
111,108,basketball,train
110,99,basketball,train
87,81,basketball,train
114,123,basketball,train
94,82,basketball,test
93,95,basketball,train
101,105,basketball,train
91,99,basketball,train
96,87,basketball,train
134,104,basketball,test
104,113,basketball,train
78,87,basketball,train
95,82,basketball,train
124,112,basketball,test
102,114,basketball,train
112,85,basketball,train
91,92,basketball,train
91,76,basketball,train
81,94,basketball,train
106,110,basketball,train
113,92,basketball,train
79,85,basketball,test
94,98,basketball,test
79,94,basketball,train
99,106,basketball,train
91,95,basketball,test
98,100,basketball,train
110,108,basketball,train
94,97,basketball,train
83,80,basketball,train
88,107,basketball,train
104,108,basketball,train
109,102,basketball,test
117,86,basketball,train
112,104,basketball,train
104,111,basketball,test
103,100,basketball,train
105,91,basketball,train
115,100,basketball,test
106,82,basketball,train
118,116,basketball,train
83,105,basketball,train
107,98,basketball,test
120,99,basketball,train
95,117,basketball,train
115,101,basketball,train
107,108,basketball,test
98,90,basketball,train
85,89,basketball,train
109,92,basketball,train
104,93,basketball,train
83,95,basketball,test
120,98,basketball,test
105,89,basketball,test
105,103,basketball,test
108,103,basketball,train
115,86,basketball,train
125,127,basketball,train
100,92,basketball,train
107,116,basketball,train
116,112,basketball,test
78,95,basketball,train
94,123,basketball,train
95,101,basketball,train
98,111,basketball,train
105,103,basketball,train
111,110,basketball,train
92,115,basketball,train
98,103,basketball,train
86,103,basketball,train
121,119,basketball,train
104,111,basketball,train
104,94,basketball,train
112,99,basketball,train
81,89,basketball,test
117,90,basketball,train
100,113,basketball,train
106,79,basketball,train
98,104,basketball,train
120,116,basketball,train
87,95,basketball,test
99,106,basketball,train
100,105,basketball,test
85,88,basketball,train
97,114,basketball,train
100,84,basketball,train
116,106,basketball,train
100,113,basketball,test
123,108,basketball,train
110,107,basketball,train
102,83,basketball,train
112,91,basketball,train
121,120,basketball,train
118,85,basketball,train
114,111,basketball,train
106,116,basketball,train
122,103,basketball,train
114,81,basketball,train
108,109,basketball,test
99,103,basketball,train
104,91,basketball,train
107,95,basketball,train
102,104,basketball,train
97,94,basketball,train
82,86,basketball,train
102,104,basketball,train
124,107,basketball,train
106,107,basketball,train
107,113,basketball,train
101,107,basketball,test
120,109,basketball,train
105,91,basketball,train
101,108,basketball,test
109,94,basketball,test
108,95,basketball,test
95,87,basketball,train
116,119,basketball,train
92,96,basketball,train
93,105,basketball,train
104,93,basketball,train
96,101,basketball,train
114,100,basketball,train
101,97,basketball,test
130,94,basketball,test
117,94,basketball,train
101,102,basketball,train
82,83,basketball,train
115,92,basketball,train
106,91,basketball,train
93,101,basketball,test
109,111,basketball,test
101,98,basketball,train
102,93,basketball,test
106,102,basketball,train
85,88,basketball,train
97,113,basketball,train
114,107,basketball,train
111,106,basketball,test
77,99,basketball,train
105,139,basketball,train
106,93,basketball,train
84,100,basketball,train
99,94,basketball,train
100,109,basketball,train
108,100,basketball,train
101,99,basketball,test
90,86,basketball,train
103,99,basketball,train
104,98,basketball,test
122,97,basketball,train
90,91,basketball,train
117,110,basketball,test
93,103,basketball,test
116,107,basketball,train
112,116,basketball,train
102,93,basketball,train
111,104,basketball,train
83,92,basketball,train
88,96,basketball,train
100,116,basketball,train
77,109,basketball,train
106,99,basketball,train
111,106,basketball,train
83,78,basketball,train
101,122,basketball,train
95,93,basketball,train
109,94,basketball,train
90,84,basketball,train
103,116,basketball,test
92,101,basketball,train
104,96,basketball,train
94,121,basketball,test
74,78,basketball,test
108,114,basketball,train
115,111,basketball,train
83,94,basketball,train
74,75,basketball,train
94,85,basketball,train
94,105,basketball,test
112,97,basketball,test
73,114,basketball,train
95,110,basketball,test
98,88,basketball,train
118,94,basketball,train
94,106,basketball,train
92,103,basketball,train
88,82,basketball,train
75,92,basketball,train
82,108,basketball,train
82,103,basketball,train
82,90,basketball,train
100,111,basketball,train
102,112,basketball,train
106,108,basketball,train
105,88,basketball,train
105,109,basketball,test
108,89,basketball,train
106,98,basketball,test
121,83,basketball,train
105,83,basketball,test
95,109,basketball,train
106,97,basketball,train
130,98,basketball,train
100,106,basketball,test
83,113,basketball,train
81,101,basketball,train
107,87,basketball,test
98,88,basketball,train
107,97,basketball,test
88,97,basketball,test
98,105,basketball,test
97,100,basketball,train
86,95,basketball,train
111,104,basketball,train
126,125,basketball,train
108,100,basketball,train
87,111,basketball,train
97,107,basketball,test
110,91,basketball,train
89,82,basketball,train
95,97,basketball,train
112,103,basketball,train
98,80,basketball,train
128,131,basketball,test
102,100,basketball,train
109,103,basketball,train
106,102,basketball,train
98,112,basketball,train
100,105,basketball,train
115,100,basketball,train
113,115,basketball,test
99,98,basketball,train
113,103,basketball,train
99,103,basketball,test
108,114,basketball,train
108,101,basketball,train
97,93,basketball,train
88,97,basketball,train
106,112,basketball,test
106,112,basketball,train
104,112,basketball,train
92,85,basketball,test
92,76,basketball,train
91,109,basketball,train
83,90,basketball,train
88,87,basketball,train
103,86,basketball,test
102,106,basketball,train
114,95,basketball,train
113,112,basketball,train
93,73,basketball,train
105,121,basketball,train
97,95,basketball,train
101,112,basketball,train
98,104,basketball,train
74,99,basketball,train
105,94,basketball,train
93,100,basketball,train
94,99,basketball,train
84,95,basketball,train
79,99,basketball,train
113,84,basketball,train
92,100,basketball,test
110,117,basketball,test
94,88,basketball,train
103,99,basketball,train
120,106,basketball,train
93,80,basketball,train
100,102,basketball,train
116,111,basketball,train
92,109,basketball,train
101,102,basketball,train
86,96,basketball,train
98,84,basketball,train
113,94,basketball,test
107,92,basketball,train
86,93,basketball,train
96,110,basketball,train
112,93,basketball,test
89,83,basketball,test
102,91,basketball,train
97,109,basketball,train
121,82,basketball,train
96,104,basketball,train
95,73,basketball,test
100,86,basketball,train
103,102,basketball,test
106,98,basketball,train
98,89,basketball,train
87,94,basketball,train
101,99,basketball,test
112,101,basketball,test
72,96,basketball,train
126,96,basketball,train
102,100,basketball,train
101,113,basketball,train
91,98,basketball,train
115,107,basketball,train
96,88,basketball,train
82,97,basketball,train
89,96,basketball,train
86,102,basketball,test
111,81,basketball,test
104,100,basketball,train
103,93,basketball,train
98,95,basketball,test
102,95,basketball,test
105,91,basketball,train
97,87,basketball,train
95,91,basketball,train
91,98,basketball,train
96,103,basketball,train
92,120,basketball,train
98,108,basketball,train
93,85,basketball,test
82,91,basketball,test
98,102,basketball,train
105,98,basketball,test
104,93,basketball,train
106,113,basketball,train
123,120,basketball,train
81,88,basketball,test
104,100,basketball,train
92,86,basketball,test
104,88,basketball,train
109,85,basketball,train
107,104,basketball,train
98,108,basketball,train
86,81,basketball,train
115,113,basketball,train
97,94,basketball,train
87,98,basketball,train
102,106,basketball,test
110,118,basketball,train
86,97,basketball,train
114,99,basketball,train
81,97,basketball,test
100,108,basketball,train
96,103,basketball,train
90,110,basketball,test
110,94,basketball,train
122,111,basketball,train
106,88,basketball,test
135,98,basketball,test
79,92,basketball,train
102,88,basketball,test
110,103,basketball,train
104,77,basketball,train
80,96,basketball,train
113,103,basketball,test
96,109,basketball,train
80,86,basketball,train
110,104,basketball,train
117,113,basketball,test
98,100,basketball,train
82,91,basketball,train
86,89,basketball,train
90,97,basketball,test
106,109,basketball,test
116,115,basketball,test
94,91,basketball,train
123,117,basketball,train
83,89,basketball,train
87,103,basketball,test
124,95,basketball,train
91,95,basketball,train
92,79,basketball,train
111,99,basketball,train
111,105,basketball,train
90,89,basketball,train
107,86,basketball,test
111,103,basketball,train
118,95,basketball,train
105,95,basketball,train
113,95,basketball,train
116,95,basketball,train
94,103,basketball,train
95,79,basketball,train
85,109,basketball,train
120,105,basketball,train
96,81,basketball,train
110,104,basketball,train
81,100,basketball,train
109,103,basketball,train
109,107,basketball,train
89,120,basketball,train
106,105,basketball,train
101,94,basketball,train
90,113,basketball,train
115,91,basketball,train
104,94,basketball,train
91,96,basketball,train
127,125,basketball,train
110,111,basketball,test
94,107,basketball,train
108,90,basketball,test
83,91,basketball,train
85,96,basketball,test
91,101,basketball,train
91,84,basketball,train
89,91,basketball,train
94,79,basketball,train
112,108,basketball,test
110,119,basketball,train
97,73,basketball,train
116,108,basketball,train
96,85,basketball,train
76,74,basketball,test
114,103,basketball,train
104,91,basketball,train
102,97,basketball,train
109,107,basketball,train
98,99,basketball,train
92,90,basketball,train
97,80,basketball,test
98,90,basketball,train
102,116,basketball,train
97,87,basketball,test
84,99,basketball,test
109,104,basketball,test
93,106,basketball,train
99,96,basketball,train
107,93,basketball,train
95,104,basketball,train
104,88,basketball,train
91,99,basketball,train
97,102,basketball,train
98,104,basketball,train
123,104,basketball,test
94,102,basketball,train
101,116,basketball,train
100,105,basketball,test
93,92,basketball,train
90,110,basketball,train
95,88,basketball,train
137,118,basketball,train
87,77,basketball,train
103,93,basketball,train
107,86,basketball,train
103,96,basketball,train
100,109,basketball,train
105,103,basketball,train
89,74,basketball,train
107,104,basketball,train
105,84,basketball,train
111,99,basketball,train
90,97,basketball,train
93,104,basketball,train
115,105,basketball,train
98,87,basketball,train
90,84,basketball,train
110,90,basketball,train
102,109,basketball,train
102,95,basketball,train
98,105,basketball,train
113,105,basketball,train
111,108,basketball,train
100,81,basketball,train
101,100,basketball,test
98,113,basketball,train
87,84,basketball,test
101,110,basketball,train
85,91,basketball,train
82,81,basketball,train
126,115,basketball,train
98,94,basketball,test
114,110,basketball,train
93,87,basketball,train
113,102,basketball,test
90,83,basketball,test
96,83,basketball,train
120,115,basketball,train
90,95,basketball,test
118,109,basketball,test
101,94,basketball,train
98,101,basketball,train
104,91,basketball,train
90,88,basketball,test
125,94,basketball,test
97,87,basketball,train
107,95,basketball,train
116,103,basketball,test
82,101,basketball,test
83,85,basketball,train
87,108,basketball,test
94,89,basketball,test
73,92,basketball,test
77,98,basketball,train
111,106,basketball,train
100,110,basketball,train
105,92,basketball,train
99,98,basketball,train
92,109,basketball,train
74,90,basketball,train
108,72,basketball,train
101,97,basketball,train
102,125,basketball,test
82,101,basketball,train
105,95,basketball,train
95,108,basketball,test
98,88,basketball,train
79,98,basketball,train
95,104,basketball,train
91,90,basketball,test
103,99,basketball,train
89,107,basketball,train
99,96,basketball,train
123,101,basketball,test
88,76,basketball,train
108,94,basketball,train
123,120,basketball,train
104,93,basketball,train
105,84,basketball,train
100,95,basketball,train
82,90,basketball,train
87,86,basketball,train
104,89,basketball,train
88,82,basketball,train
109,105,basketball,train
93,89,basketball,test
83,89,basketball,train
121,96,basketball,test
79,102,basketball,train
118,111,basketball,train
115,89,basketball,train
91,97,basketball,test
103,98,basketball,train
84,94,basketball,train
110,84,basketball,train
89,98,basketball,train
96,84,basketball,train
104,106,basketball,train
102,105,basketball,train
86,62,basketball,test
107,90,basketball,train
99,97,basketball,train
85,92,basketball,train
96,81,basketball,train
108,104,basketball,train
92,99,basketball,train
95,100,basketball,train
100,82,basketball,test
74,92,basketball,train
82,80,basketball,train
102,99,basketball,train
109,81,basketball,train
96,102,basketball,train
97,127,basketball,train
94,102,basketball,train
98,94,basketball,test
99,88,basketball,train
107,98,basketball,train
105,73,basketball,train
99,106,basketball,train
81,83,basketball,train
111,81,basketball,train
88,99,basketball,train
97,104,basketball,train
76,83,basketball,train
74,106,basketball,train
100,91,basketball,train
97,85,basketball,train
105,110,basketball,train
86,75,basketball,train
96,86,basketball,train
96,116,basketball,train
107,112,basketball,train
98,89,basketball,test
86,104,basketball,train
89,101,basketball,train
95,99,basketball,train
102,103,basketball,train
90,95,basketball,test
98,104,basketball,train
99,103,basketball,train
106,111,basketball,train
99,87,basketball,train
85,87,basketball,train
101,78,basketball,train
90,88,basketball,train
89,97,basketball,train
92,87,basketball,train
106,87,basketball,test
92,94,basketball,train
81,89,basketball,train
94,81,basketball,train
88,97,basketball,train
76,82,basketball,train
115,116,basketball,test
104,95,basketball,train
95,88,basketball,test
103,100,basketball,test
114,104,basketball,test
93,109,basketball,train
113,77,basketball,train
103,84,basketball,train
88,92,basketball,test
99,76,basketball,train
91,77,basketball,train
90,79,basketball,train
99,92,basketball,train
86,93,basketball,test
96,114,basketball,test
93,104,basketball,train
93,97,basketball,train
103,102,basketball,test
93,89,basketball,train
105,83,basketball,train
106,99,basketball,test
85,75,basketball,train
82,94,basketball,train
94,91,basketball,train
84,88,basketball,train
93,82,basketball,train
109,91,basketball,train
65,88,basketball,train
103,97,basketball,train
97,87,basketball,train
87,81,basketball,train
82,71,basketball,train
94,104,basketball,train
92,102,basketball,test
115,78,basketball,train
91,100,basketball,test
105,79,basketball,test
93,99,basketball,train
86,93,basketball,train
129,127,basketball,test
93,91,basketball,train
95,102,basketball,train
93,99,basketball,test
80,88,basketball,train
73,81,basketball,train
94,103,basketball,train
118,105,basketball,train
92,95,basketball,train
92,88,basketball,train
86,92,basketball,test
106,83,basketball,train
100,107,basketball,test
107,100,basketball,train
93,103,basketball,train
110,91,basketball,train
102,91,basketball,train
105,103,basketball,train
97,90,basketball,train
77,88,basketball,test
82,103,basketball,train
115,101,basketball,test
142,134,basketball,train
104,83,basketball,train
90,69,basketball,train
101,104,basketball,test
76,90,basketball,train
89,120,basketball,train
110,108,basketball,train
91,104,basketball,train
79,76,basketball,train
94,82,basketball,train
105,102,basketball,train
113,98,basketball,train
102,91,basketball,test
98,86,basketball,test
87,71,basketball,train
117,131,basketball,train
82,90,basketball,test
93,91,basketball,train
107,90,basketball,train
91,79,basketball,train
110,87,basketball,train
120,91,basketball,train
85,78,basketball,test
97,95,basketball,train
106,89,basketball,train
112,91,basketball,train
114,90,basketball,train
103,99,basketball,train
98,92,basketball,train
105,98,basketball,train
105,93,basketball,train
95,105,basketball,train
95,92,basketball,test
86,70,basketball,train
99,87,basketball,train
95,108,basketball,train
89,95,basketball,train
118,98,basketball,train
99,95,basketball,train
108,112,basketball,train
88,99,basketball,train
96,113,basketball,train
93,77,basketball,train
106,95,basketball,test
84,102,basketball,train
95,96,basketball,train
106,101,basketball,train
109,101,basketball,train
111,112,basketball,train
97,103,basketball,train
104,95,basketball,train
80,96,basketball,test
119,112,basketball,train
116,106,basketball,test
105,93,basketball,test
93,87,basketball,train
90,80,basketball,train
91,77,basketball,test
118,109,basketball,train
89,107,basketball,train
121,100,basketball,train
91,86,basketball,train
95,85,basketball,train
88,120,basketball,train
87,91,basketball,train
105,93,basketball,train
97,88,basketball,train
86,97,basketball,train
109,117,basketball,test
109,104,basketball,train
109,101,basketball,train
113,93,basketball,train
91,101,basketball,train
93,96,basketball,train
78,82,basketball,train
108,105,basketball,train
108,101,basketball,train
107,100,basketball,train
90,106,basketball,train
118,116,basketball,train
118,111,basketball,train
97,116,basketball,train
101,124,basketball,test
98,103,basketball,train
113,103,basketball,test
104,111,basketball,train
93,101,basketball,train
91,102,basketball,train
121,110,basketball,train
106,113,basketball,train
96,86,basketball,train
111,95,basketball,train
99,94,basketball,train
104,83,basketball,test
120,99,basketball,train
94,83,basketball,test
98,101,basketball,train
94,75,basketball,test
101,98,basketball,train
80,90,basketball,test
104,96,basketball,train
105,89,basketball,train
120,125,basketball,train
109,95,basketball,test
107,96,basketball,train
91,85,basketball,train
87,89,basketball,train
99,85,basketball,train
90,97,basketball,train
92,95,basketball,train
91,96,basketball,train
104,85,basketball,train
105,96,basketball,train
106,87,basketball,train
107,101,basketball,train
100,83,basketball,train
99,97,basketball,train
132,114,basketball,test
91,97,basketball,train
101,83,basketball,train
90,101,basketball,train
79,89,basketball,test
75,97,basketball,train
87,86,basketball,train
93,95,basketball,test
95,83,basketball,train
107,111,basketball,train
108,117,basketball,test
98,116,basketball,train
86,84,basketball,train
90,92,basketball,train
95,94,basketball,train
100,88,basketball,train
88,78,basketball,train
88,83,basketball,test
82,95,basketball,test
95,113,basketball,train
98,93,basketball,test
98,107,basketball,test
98,84,basketball,train
96,113,basketball,test
102,112,basketball,test
76,94,basketball,train
126,101,basketball,train
98,88,basketball,test
90,86,basketball,train
90,102,basketball,train
101,81,basketball,test
98,108,basketball,train
102,94,basketball,train
131,102,basketball,train
92,90,basketball,test
111,103,basketball,train
110,100,basketball,train
112,102,basketball,train
106,109,basketball,train
109,92,basketball,train
112,92,basketball,test
95,94,basketball,train
86,88,basketball,train
108,89,basketball,train
100,98,basketball,train
97,88,basketball,train
100,92,basketball,train
98,81,basketball,train
86,99,basketball,train
99,109,basketball,test
116,107,basketball,train
104,112,basketball,train
98,103,basketball,train
125,98,basketball,test
97,92,basketball,train
118,107,basketball,test
111,102,basketball,train
82,99,basketball,train
87,97,basketball,test
103,94,basketball,test
89,108,basketball,train
101,93,basketball,train
104,102,basketball,train
109,87,basketball,train
95,105,basketball,train
113,103,basketball,train
78,103,basketball,test
103,117,basketball,train
88,107,basketball,train
100,92,basketball,test
114,108,basketball,test
92,93,basketball,train
108,101,basketball,train
101,97,basketball,test
91,105,basketball,train
91,100,basketball,train
103,80,basketball,train
117,120,basketball,test
100,99,basketball,train
103,88,basketball,test
98,105,basketball,train
93,111,basketball,train
85,100,basketball,train
82,105,basketball,test
109,102,basketball,train
107,94,basketball,train
94,108,basketball,train
100,94,basketball,train
110,86,basketball,test
107,91,basketball,train
109,103,basketball,test
99,104,basketball,train
109,77,basketball,train
96,95,basketball,train
