home_score,away_score,sport,cv
19,22,football,train
17,22,football,train
16,18,football,train
10,6,football,train
10,27,football,train
13,37,football,train
47,14,football,train
19,20,football,train
30,9,football,train
20,22,football,train
14,30,football,train
26,27,football,train
13,29,football,test
32,39,football,train
6,10,football,train
19,13,football,train
18,13,football,train
21,24,football,test
16,13,football,train
17,45,football,train
15,17,football,test
24,17,football,train
44,16,football,train
14,24,football,test
3,33,football,train
13,30,football,train
29,13,football,train
34,31,football,train
20,13,football,train
45,14,football,train
14,33,football,train
13,17,football,test
24,6,football,test
31,7,football,train
10,20,football,train
20,14,football,test
25,12,football,train
30,22,football,train
21,24,football,train
25,31,football,train
38,20,football,train
13,19,football,train
39,30,football,train
30,24,football,train
27,33,football,train
23,27,football,train
20,23,football,train
3,27,football,train
23,19,football,train
7,38,football,train
20,26,football,train
42,39,football,test
30,21,football,train
15,13,football,train
3,37,football,test
20,34,football,train
3,17,football,train
28,35,football,test
38,41,football,train
45,10,football,train
16,19,football,train
23,20,football,test
23,20,football,train
6,35,football,train
24,10,football,train
21,14,football,test
30,8,football,train
20,33,football,train
51,16,football,train
10,3,football,train
21,24,football,train
38,0,football,test
17,24,football,train
12,15,football,test
28,7,football,train
6,27,football,train
24,31,football,test
31,23,football,train
16,19,football,train
35,38,football,train
33,16,football,test
35,25,football,train
14,34,football,train
10,16,football,train
17,23,football,train
38,17,football,train
20,30,football,train
30,13,football,train
14,24,football,train
30,14,football,train
34,27,football,train
17,40,football,train
27,35,football,train
23,20,football,train
24,38,football,test
32,17,football,train
20,17,football,train
16,6,football,train
21,26,football,train
20,13,football,train
12,18,football,test
26,20,football,test
6,34,football,test
17,13,football,train
38,27,football,train
38,8,football,train
17,23,football,test
49,17,football,train
20,17,football,train
22,17,football,test
20,10,football,train
17,20,football,train
20,24,football,train
30,35,football,train
23,34,football,train
30,24,football,train
24,16,football,train
12,28,football,train
30,6,football,train
23,17,football,train
27,20,football,train
38,10,football,train
6,36,football,train
19,16,football,train
13,20,football,train
0,30,football,train
16,18,football,train
9,10,football,train
18,35,football,train
27,20,football,test
26,20,football,train
31,24,football,train
23,16,football,test
20,18,football,train
49,15,football,train
27,49,football,train
24,10,football,train
21,20,football,train
24,31,football,train
16,25,football,train
29,10,football,train
22,23,football,train
34,35,football,test
33,27,football,test
13,7,football,train
23,14,football,test
23,27,football,train
12,10,football,train
19,20,football,train
35,39,football,train
21,23,football,train
16,38,football,train
28,0,football,test
31,37,football,train
46,27,football,train
23,27,football,train
24,16,football,train
16,13,football,train
31,24,football,test
19,12,football,train
15,16,football,train
20,25,football,train
9,3,football,train
40,7,football,test
38,14,football,train
28,35,football,train
34,20,football,train
17,14,football,test
14,29,football,test
27,0,football,train
33,18,football,train
10,17,football,test
27,29,football,train
30,24,football,train
17,19,football,train
34,27,football,train
17,29,football,train
10,22,football,train
32,37,football,train
37,18,football,train
24,3,football,train
26,22,football,train
34,3,football,train
31,17,football,train
32,45,football,train
22,7,football,train
30,27,football,train
27,20,football,train
31,20,football,test
17,27,football,train
0,16,football,train
48,33,football,train
27,28,football,train
17,14,football,train
7,27,football,train
13,17,football,train
34,35,football,train
17,24,football,train
43,14,football,train
24,10,football,train
21,33,football,train
13,33,football,test
24,23,football,train
29,23,football,train
17,30,football,train
10,16,football,train
31,13,football,train
31,13,football,train
16,23,football,train
28,14,football,train
19,30,football,train
34,31,football,train
23,16,football,train
14,17,football,train
21,13,football,train
45,16,football,train
27,20,football,train
28,26,football,test
27,23,football,train
41,38,football,test
16,17,football,train
31,28,football,train
30,15,football,train
35,17,football,train
10,26,football,train
26,24,football,train
16,30,football,train
26,23,football,train
28,3,football,test
26,10,football,train
10,17,football,train
27,21,football,train
26,34,football,train
21,10,football,train
31,17,football,train
20,17,football,train
16,33,football,train
28,25,football,test
24,16,football,train
17,34,football,train
30,33,football,test
16,27,football,train
6,6,football,train
27,9,football,train
36,22,football,train
27,27,football,train
14,30,football,train
30,20,football,train
24,30,football,test
25,20,football,train
20,13,football,train
25,41,football,test
28,31,football,test
27,19,football,test
33,32,football,test
29,23,football,train
20,10,football,train
28,43,football,train
16,22,football,train
28,23,football,test
27,23,football,train
19,14,football,train
10,35,football,train
21,14,football,train
23,41,football,train
10,13,football,train
26,31,football,train
43,35,football,train
30,20,football,train
31,25,football,test
28,7,football,test
21,24,football,train
23,25,football,train
6,9,football,test
24,15,football,train
17,20,football,train
36,10,football,train
26,20,football,train
47,25,football,train
24,31,football,train
23,20,football,train
30,35,football,test
24,31,football,test
21,20,football,test
23,20,football,train
9,24,football,train
27,17,football,train
26,19,football,train
24,17,football,test
12,16,football,train
17,19,football,train
22,16,football,train
30,24,football,train
10,14,football,train
17,30,football,train
26,15,football,train
42,24,football,test
27,20,football,train
16,13,football,train
31,26,football,train
7,28,football,test
21,27,football,train
28,21,football,train
19,14,football,train
38,19,football,test
13,27,football,train
49,21,football,train
31,24,football,test
13,21,football,train
14,5,football,train
17,22,football,test
35,32,football,train
27,30,football,test
13,27,football,train
15,17,football,train
28,29,football,train
13,28,football,train
26,10,football,train
10,20,football,train
21,13,football,train
32,14,football,test
38,6,football,train
26,6,football,train
38,24,football,test
24,14,football,train
31,23,football,train
21,28,football,train
40,7,football,train
10,41,football,train
21,13,football,train
20,27,football,train
13,10,football,train
22,27,football,test
26,23,football,train
16,25,football,train
17,22,football,train
28,16,football,test
10,23,football,test
20,17,football,train
17,23,football,train
16,11,football,train
14,42,football,train
38,10,football,test
10,7,football,test
30,23,football,train
24,3,football,test
13,34,football,train
27,30,football,train
33,13,football,train
27,26,football,train
17,19,football,train
20,24,football,train
17,6,football,test
6,34,football,train
21,20,football,test
41,48,football,train
41,13,football,train
16,19,football,train
3,16,football,test
26,20,football,train
15,26,football,train
24,19,football,train
31,34,football,test
41,3,football,test
38,17,football,train
38,25,football,train
20,17,football,test
21,41,football,train
16,33,football,test
33,25,football,train
31,24,football,train
31,34,football,train
21,22,football,train
12,10,football,train
31,27,football,train
33,10,football,train
42,21,football,train
27,10,football,test
24,17,football,train
17,16,football,test
27,24,football,train
27,13,football,train
30,10,football,train
38,10,football,train
24,20,football,train
14,35,football,train
27,37,football,test
6,44,football,train
24,6,football,test
10,19,football,train
23,25,football,train
38,32,football,train
24,31,football,train
27,14,football,train
26,6,football,train
30,12,football,train
38,13,football,train
36,20,football,test
34,16,football,train
31,34,football,test
16,18,football,train
44,21,football,train
36,17,football,test
13,20,football,train
28,34,football,test
27,42,football,train
21,12,football,train
17,30,football,train
16,26,football,train
7,29,football,train
35,23,football,train
18,21,football,train
17,23,football,train
0,20,football,train
46,9,football,train
3,23,football,train
17,9,football,train
19,3,football,train
29,19,football,train
24,21,football,train
9,13,football,test
24,10,football,train
29,7,football,train
26,9,football,train
20,36,football,train
27,20,football,train
16,37,football,train
13,16,football,train
9,3,football,test
45,20,football,test
17,19,football,test
12,9,football,train
20,27,football,train
42,17,football,train
34,23,football,train
10,24,football,train
39,41,football,train
44,7,football,train
31,28,football,train
27,24,football,test
20,6,football,train
26,16,football,train
13,34,football,train
23,17,football,train
